,Lemma,Tag
1322,Copterline,ORG
1324,Tõnis Lepp,PER
1337,Nelonen Lepa,PER
1339,päästeamet,ORG
1340,Mati Raidma,PER
1355,AP,ORG
1356,Raidma,PER
1366,Raidma,PER
1367,Naissaar,LOC
1370,Viimsi poolsaar,LOC
1376,USA,LOC
1392,Eesti,LOC
1395,Copterline,ORG
1399,Eesti,LOC
1401,Liisa,PER
1404,Carolina,PER
1407,Ruta,PER
1409,Kristel,PER
1412,kanal 2,ORG
1415,Carolina Kremetski,PER
1416,Liisa Suster,PER
1418,Oliver Kruuda,PER
1419,Ruta Kruuda,PER
1421,Kristel Soll,PER
1422,Helsingi,LOC
1425,Tallinn,LOC
1433,lennuteenindus AS,ORG
1435,Tanel Rautits,PER
1441,piirivalveamet,ORG
1453,AS Eesti Loots,ORG
1469,EPL Online,ORG
1470,Tõnis Lepp,PER
1471,Eesti Päevaleht,ORG
1485,päästeamet,ORG
1486,Alo Tammsalu,PER
1487,Äripäev Online,ORG
1495,naissaar,LOC
1498,Äripäev Online,ORG
1512,naissaar,LOC
1516,Delfi,ORG
1523,Tõnis Lepp,PER
1538,Copterline,ORG
1540,Soome,LOC
1542,Eesti,LOC
1544,Lepp,PER
1548,Soome,LOC
1553,Eesti Raadio,ORG
1558,Soome lennuturvalisusamet,ORG
1560,Copterline,ORG
1572,YLE 24,ORG
1573,Copterline,PER
1584,Tallinn,LOC
1586,Tallinn,LOC
1590,Soome,LOC
1592,Copterline,ORG
1594,Tallinna-Helsink,LOC
1597,TV3 Seitsmene,ORG
1599,Edelaraudtee,ORG
1602,Edelaraudtee,ORG
1617,tee - ja sideministeerium,ORG
1618,Kuldar Väärs,PER
1631,Väärsi,PER
1632,Eesti Päevaleht,ORG
1633,Edelaraudtee,ORG
1635,Kalvi Puka,PER
1651,Puka,PER
1666,Tallinna-Tartu,LOC
1689,Toivo Jürgenson,PER
1691,edelaraudtee,ORG
1701,edelaraudtee,ORG
1705,Jürgenson,PER
1708,Jüri Kuusik,PER
1709,Edelaraudtee,ORG
1711,Henn Ruuben,PER
1730,Ruuben,PER
1743,London,LOC
1745,Tai,LOC
1747,Alžeeria,LOC
1752,London,LOC
1754,Atamnia Yacine,PER
1757,Bangkok,LOC
1760,prantsuse,LOC
1761,Hispaania,LOC
1765,ETV Online,ORG
1768,London,LOC
1775,Jürgenson,PER
1780,Toivo Jürgenson,PER
1786,Reformierakond,ORG
1788,Jürgen Ligi,PER
1790,Toivo Jürgenson,PER
1803,Ligi,PER
1804,Eesti Päevaleht,ORG
1815,Edelaraudtee,ORG
1817,Jürgenson,PER
1829,Kagu-Eest,LOC
1833,Jürgenson,PER
1838,edelaraudtee,ORG
1860,Jürgenson,PER
1868,NATO,ORG
1871,ÜRO keskkonnaprogramm,ORG
1872,UNEP,ORG
1875,Šveits,LOC
1878,Kosovo,LOC
1881,NATO,ORG
1887,UNEP,ORG
1916,UNEP,ORG
1917,Michael Williams,PER
1919,Ida-Šveitsis,LOC
1922,NATO,ORG
1928,Euroopa,LOC
1930,Kosovo,LOC
1939,Williams,PER
1940,Ülemaailmne tervishoiuorganisatsioon,ORG
1941,WHO,ORG
1943,UNEP,ORG
1948,UNEP,ORG
1950,Kosovo,LOC
1955,Euroopa,LOC
1965,NATO,ORG
1968,Jugoslaavia,LOC
1976,Inglismaa,LOC
1979,Inglismaa,LOC
1982,Eesti,LOC
1988,York,LOC
1993,Eesti,LOC
1995,Oliver,PER
1997,sl õhtuleht,ORG
2000,Eesti,LOC
2003,Euroopa,LOC
2005,Saksamaa,LOC
2007,Austria,LOC
2010,Prantsusmaa,LOC
2011,Pariis,LOC
2017,Pakistan,LOC
2020,Pakistan,LOC
2032,Lõuna-Aasiat,LOC
2042,ETV Online,ORG
2054,Pakistan,LOC
2057,Kashmir,LOC
2063,Kesk-Rootsis,LOC
2064,Karlstadis,LOC
2069,SAS,ORG
2079,ETV Online,ORG
2084,Värmland maakond,LOC
2085,Karlsta,LOC
2087,Stockholm,LOC
2100,New York,LOC
2121,Kukumägi,PER
2122,Remsu,PER
2125,Arvo Kukumägi,PER
2129,Olev Remsu,PER
2141,ETV,ORG
2145,Remsu,PER
2155,Kukumäg,PER
2156,Teater.Muusika.Kino,ORG
2174,sl õhtuleht,ORG
2181,Kukumägi,PER
2185,Remsu,PER
2196,Eesti televisioon,ORG
2198,Remsu,PER
2199,Kukumäg,PER
2216,Kukumäg,PER
2219,Remsu Kukumägile,PER
2228,Blair,PER
2230,EL,ORG
2232,Brit,LOC
2233,Tony Blair,PER
2236,Euroopa Liidu,ORG
2239,Margaret Thatcher,PER
2241,Brüssel,LOC
2245,Suurbritannia,LOC
2246,euroliit,ORG
2251,Blairile,PER
2252,Brit välisministeerium,ORG
2255,Brit,LOC
2259,euroliit,ORG
2265,The Telegraph,ORG
2266,Suurbritannia,LOC
2268,Brüssel,LOC
2276,Blair,PER
2280,Blair,PER
2288,Prantsusmaa,LOC
2290,Pariis,LOC
2293,CAP,ORG
2295,Pariis,LOC
2299,Jack Straw,PER
2307,Prantsusmaa,LOC
2324,euroliit,ORG
2330,Blair,PER
2333,Blair,PER
2337,briti,LOC
2362,Postimees,ORG
2373,Hille Vooremägi,PER
2393,R-Stamp,ORG
2394,Tallinn,LOC
2396,Vooremäe,PER
2400,Põltsamaa kodu,ORG
2402,põllumajanduskool,ORG
2411,Tambet Valdma,PER
2428,Thor-Sten Vertmann,PER
2438,haridusministeerium,ORG
2442,Andres Pung,PER
2481,Pung,PER
2483,Leedu,LOC
2486,Leedu,LOC
2487,Visaginas,LOC
2495,Aleksei Selivanov,PER
2510,Visaginas,LOC
2521,Visaginas politsei,ORG
2532,Visaginas,LOC
2538,Leedu,LOC
2540,Visaginas,LOC
2544,Ignalina,LOC
2551,Peipsi,LOC
2553,Peipsi,LOC
2562,Peipsi Eesti,LOC
2572,piirivalveamet,ORG
2574,BNS,ORG
2578,Kauks,LOC
2586,Pala vald,LOC
2587,rand asula,LOC
2628,Eesti,LOC
2634,Aleksander Kaspin,PER
2637,Kaspin,PER
2642,Lilto,ORG
2663,veetee amet,ORG
2665,Malle Lõhmus,PER
2666,Eesti ekspress,ORG
2670,riigikogu,ORG
2671,Olev Laanjärv,PER
2674,Kaspin,PER
2683,kingsepp,PER
2687,Arnold Rüütel,PER
2688,Veljo Kingsepale,PER
2690,Eesti,LOC
2701,Postimees Online,ORG
2704,Eero Raun,PER
2705,raun,PER
2722,Kingsepa,PER
2723,Mäetaguse vald,LOC
2729,Eesti,LOC
2736,Arnold Rüütel,PER
2741,Eesti,LOC
2750,Eesti,LOC
2776,Postimees,ORG
2780,Arnold Rüütel,PER
2781,Ingrid Rüütel,PER
2786,Lennart Meri,PER
2787,Helle Meri,PER
2817,Toomas Savi,PER
2829,kesk,ORG
2831,Rüütel,PER
2833,Keskerakond,ORG
2836,Arnold rüütel,PER
2844,Keskerakond,ORG
2848,Arnold Rüütel,PER
2855,Keskerakond,ORG
2857,Ain Seppik,PER
2860,Keskerakond,ORG
2861,Rüütel,PER
2864,Rüütel,PER
2870,Keskerakond,ORG
2872,Eesti Päevaleht,ORG
2884,Seppik,PER
2890,Eesti,LOC
2896,Seppik,PER
2900,Rüütel,PER
2926,sideministeerium,ORG
2928,Valga teedevalitsus,ORG
2950,Tartu teedevalitsus,ORG
2951,Heino Ristimäe,PER
2952,Eesti Päevaleht,ORG
2963,Valga teedevalitsus,ORG
2988,maanteeamet,ORG
2990,Aleksander Kaldas,PER
2997,Valga teedevalitsus,ORG
2998,Tõnis Pleksepp,PER
3000,Vähero-Tagula,LOC
3012,Pleksepp,PER
3027,Harju teedevalitsus,ORG
3028,Jüri Sepper,PER
3043,Sepper,PER
3046,Harju teedevalitsus,ORG
3067,Toivo Jürgenson,PER
3068,Valga maakond,LOC
3073,Austria,LOC
3080,Austria,LOC
3088,Marie Theresia,PER
3101,Brussels Journal,ORG
3117,Austria,LOC
3142,Austria,LOC
3143,Günther Platter,PER
3155,Eesti koeraspordiliit,ORG
3156,Harku,LOC
3177,Eesti koeraspordiliit,ORG
3178,EKL,ORG
3180,Piret Laane=tu,PER
3181,Eesti Päevaleht,ORG
3216,Nikolai Laane=tu,PER
3217,Eesti,LOC
3222,EKL,ORG
3250,Laane=tu,PER
3255,Tapa,LOC
3261,Tapa,LOC
3268,Virumaa,LOC
3270,AS Tapa vesi,ORG
3271,Tapa vallavalitsus,ORG
3273,AS Tapa vesi,ORG
3278,EPL Online,ORG
3287,AS Tapa vesi,ORG
3294,Tallinn,LOC
3297,Tallinn,LOC
3304,Tallinn,LOC
3305,Jüri Ratas,PER
3330,ratas,PER
3331,Tallinn,LOC
3336,maks - ja tolliamet,ORG
3339,Tallinn,LOC
3361,Faktum,ORG
3363,Eesti,LOC
3429,Eesti Päevaleht,ORG
3487,Põhja-Eest regionaalhaigla,ORG
3489,Kaire Aadamsoo,PER
3519,Aadamsoo,PER
3527,sotsiaalministeerium,ORG
3529,Andre Vetka,PER
3554,USA,LOC
3555,Suurbritannia,LOC
3556,Prantsusmaa,LOC
3557,Saksamaa,LOC
3558,Venemaa,LOC
3559,Hiina,LOC
3562,Iraan,LOC
3565,Suurbritannia,LOC
3566,Margaret Beckett,PER
3568,ÜRO,ORG
3575,Fox News,ORG
3577,USA,LOC
3596,USA,LOC
3600,Iraan,LOC
3602,Teheran,LOC
3608,Washington,LOC
3610,USA,LOC
3614,USA,LOC
3617,valitsus,LOC
3618,Iraan,LOC
3628,USA,LOC
3634,Georg W. Bush,PER
3637,USA,LOC
3644,India parlament,ORG
3655,India,LOC
3656,Georg Fernandes,PER
3690,Atal Behari Vajpayee,PER
3691,Bharatiya Jana,ORG
3692,Bangaru Laxman,PER
3707,Laxman,PER
3716,Vene,LOC
3718,Vene,LOC
3720,Egiptus,LOC
3736,Mosnews.com,ORG
3754,Vene,LOC
3756,Sharm El-Sheikhist,LOC
3760,Lääne-Eest,LOC
3766,Pärnumaa,LOC
3767,Läänemaa,LOC
3773,Pärnu,LOC
3775,Sky Plus,ORG
3790,Delfi,ORG
3793,Pärnu,LOC
3805,Pärnumaa,LOC
3836,Pärnu linn,LOC
3841,Haapsalu,LOC
3846,Läänemaa,LOC
3857,Pärnumaa,LOC
3858,Läänemaa,LOC
3864,Vene,LOC
3866,Tallinn,LOC
3868,Tallinn,LOC
3870,Venemaa,LOC
3886,Siber,LOC
3887,Kogalõm,LOC
3888,Tallinn,LOC
3897,Kogalõm Avia,ORG
3904,BNS,ORG
3907,Tõnu Ader,PER
3917,Ader,PER
3928,Tallinn,LOC
3943,Tallinn tuletõrje - ja päästeamet,ORG
3946,Tallinn,LOC
3954,Eesti,LOC
3956,Tallinn,LOC
3957,Venemaa,LOC
3965,Eesti,LOC
3983,BNS,ORG
3998,NSV liit,LOC
4012,Soome,LOC
4013,Eesti,LOC
4015,Soome,LOC
4016,Savonlinn,LOC
4020,Eesti,LOC
4022,STT,ORG
4025,ahvensalm,LOC
4032,PM Online BNS,ORG
4037,Savonlinn,LOC
4044,Eesti Post,ORG
4045,Tuula,PER
4047,Eesti Post,ORG
4050,Tauno Tuula,PER
4053,Postimees,ORG
4061,Eesti Post,ORG
4063,Peeter Raudsepp,PER
4071,Postimees Online,ORG
4077,Eesti Post,ORG
4085,Raudsepp,PER
4090,Eestimaa,LOC
4099,Eesti Post,ORG
4115,Lüganuse,LOC
4119,Kunda,LOC
4121,Lüganuse kihelkond,LOC
4124,Kunda linnavalitsus,ORG
4127,maavald koda,ORG
4128,Kunda,LOC
4130,Kunda,LOC
4134,Kunda linnavolikogu,ORG
4136,Kunda,LOC
4145,maavald koda,ORG
4146,Kunda linn,LOC
4147,Oceans OÜ,ORG
4149,Kunda,LOC
4158,Lüganuse kihelkond,LOC
4160,Kaja Toikka,PER
4162,Kunda linnavolikogu,ORG
4164,Kunda,LOC
4168,Lüganuse kihelkond,LOC
4171,Lüganuse vallavolikogu,ORG
4173,Purtse,LOC
4181,Kunda linnavolikogu,ORG
4192,maavald koda,ORG
4193,Kunda,LOC
4227,Tartu halduskohus,ORG
4228,maavald koda,ORG
4229,härjapea koda,ORG
4232,Kunda linnavolikogu,ORG
4236,härjapea koda,ORG
4257,Laar,PER
4259,Rüütel,PER
4261,Voldemar Kolga,PER
4263,Eesti Televisioon,ORG
4273,Alvin Toffler,PER
4276,Kolga,PER
4277,Eesti Päevaleht,ORG
4278,laar,PER
4280,Ansip,PER
4282,rüütel,PER
4283,savisaar,PER
4295,Laaril,PER
4296,Kolga,PER
4313,Kolga,PER
4314,Laar,PER
4324,Ansipi,PER
4351,Kolga,PER
4352,Ansip,PER
4359,Ansip,PER
4363,Euroopa,LOC
4367,NL,ORG
4378,Rüütel,PER
4386,Kolga,PER
4387,Toffler,PER
4425,Tallinn,LOC
4427,Kolga,PER
4435,Rüütel,PER
4447,Savisaar,PER
4451,Laar,PER
4453,Ansip,PER
4455,Rüütel,PER
4457,Kolga,PER
4459,Savisaar,PER
4460,Lihula,LOC
4480,Varssavi,LOC
4484,rüütel,PER
4489,Savisaar,PER
4492,Voldemar Kolga,PER
4502,Reps,PER
4508,mail Repsil,PER
4518,Jaan Kallas,PER
4536,Reps,PER
4538,sl õhtuleht,ORG
4550,sl Õhtuleht,ORG
4552,haridus - ja teadusministeerium,ORG
4554,Lääne-Eest,LOC
4556,Sirja Jõgine,PER
4565,haridus - ja teadusministeerium,ORG
4569,Sirje Jõgine,PER
4572,Reps,PER
4576,Kallas,PER
4593,Priit Simson,PER
4596,Lõuna-Aafrika,LOC
4619,Paavst Benedictus XVI,PER
4628,Vatikan,LOC
4630,Tarcisio Bertone,PER
4644,ETV24,ORG
4646,Bertone,PER
4650,Vatikan,LOC
4668,Vatikan,LOC
4670,Egiptus,LOC
4693,Mohamme Habib,PER
4694,paavst,PER
4697,Saks,LOC
4698,Angela Merkel,PER
4703,Eesti,LOC
4710,Austraalia,LOC
4712,Leedu,LOC
4713,Eesti,LOC
4717,keskkriminaalpolitsei,ORG
4727,Eesti,LOC
4736,Raul Vahtra,PER
4758,Navigator Australia Ltd,ORG
4763,Navigator Australia Ltd,ORG
4764,Dreba Forex Management,ORG
4765,SEB Vilniaus Bankas,ORG
4770,Navigator Australia Ltd,ORG
4778,Austraalia,LOC
4780,leetu,LOC
4783,Eesti,LOC
4785,Leedu,LOC
4789,Eesti,LOC
4790,Eesti,LOC
4796,Eesti,LOC
4802,Eesti keskkriminaalpolitsei,ORG
4812,Hansapank,ORG
4813,Sampo pank,ORG
4831,Leedu,LOC
4835,Leedu,LOC
4839,keskkriminaalpolitsei,ORG
4856,voog,PER
4857,Isamaaliit,ORG
4859,Tallinn,LOC
4861,Rein Voog,PER
4863,Isamaaliit Reformierakond,ORG
4874,Reformierakond,ORG
4875,Isamaaliit,ORG
4885,isamaaliit,ORG
4889,Voog,PER
4890,EPL Online,ORG
4895,voog,PER
4898,Reformierakond,ORG
4901,Tallinn,ORG
4903,Jüri Mõis,PER
4915,voog,PER
4919,Isamaaliit,ORG
4920,Tallinn,LOC
4922,Liisa Pakosta,PER
4926,Pakosta,PER
4928,Isamaaliit,ORG
4929,Reformierakond,ORG
4934,Reformierakond,ORG
4945,Voog,PER
4954,Priit Vilba,PER
4956,lilleküla,LOC
4963,Isamaaliit,ORG
4966,Isamaaliit,ORG
4969,reformierakond,ORG
4983,Voog,PER
4985,Voog,PER
4992,Eesti,LOC
5013,Pakosta,PER
5015,EPL Online,ORG
5020,Isamaaliit,ORG
5021,Reformierakond,ORG
5024,Reformierakond,ORG
5025,Isamaaliit,ORG
5028,Tallinn linnavalitsus,ORG
5036,Pakosta,PER
5037,EPL Online,ORG
5053,Isamaaliit,ORG
5054,Tallinn,LOC
5056,Pakosta,PER
5102,Tallinn,LOC
5104,Pakosta,PER
5114,keskerakond,ORG
5116,Liisa Pakosta,PER
5120,Keskerakond,ORG
5153,USA,LOC
5161,NATO,ORG
5165,kaitseministeerium,ORG
5205,Toomas Hendrik ilves,PER
5214,Eesti Päevaleht,ORG
5219,Ilves,PER
5234,Faktum&Ariko,ORG
5235,Kalev Pett,PER
5256,Ilves,PER
5266,Petti,PER
5285,Eesti Päevaleht Online,ORG
5288,rahvusooper Estonia Pois,ORG
5289,Revalia Kammerkoor,ORG
5291,Hirvo Surva,PER
5292,Oleg Pissarenko,PER
5293,Trio,ORG
5294,Üle-Eestiline Noor sümfooniaorkester,ORG
5295,Jüri Ruut Kangur,PER
5297,Gerli Padar,PER
5298,Jassi Zahharov,PER
5299,Ivo Linna,PER
5300,Mikk Dede,PER
5309,Eesti vähiliit,ORG
5316,Estonia kontserdisaal,ORG
5318,piletilevi,ORG
5319,piletimaailm,ORG
5325,Pärnu,LOC
5326,viiking,ORG
5330,Eesti vähiliit,ORG
5339,terviseleht,ORG
5362,Tallinn linnavalitsus,ORG
5366,Tallinn,LOC
5372,Tallinn,ORG
5374,Ivar Virkus,PER
5382,Äripäev Online,ORG
5383,Tallinn,LOC
5395,ETAle raepress,ORG
5407,Eesti,LOC
5408,Iraak,LOC
5409,Afganistan,LOC
5418,kaitseministeerium,ORG
5425,Araabia,LOC
5433,Postimees,ORG
5436,araabia,LOC
5439,kaitseministeerium,ORG
5441,Eesti,LOC
5445,kaitseministeerium,ORG
5447,Aet Kuke,PER
5450,rootsi,LOC
5451,itaalia,LOC
5452,hispaania,LOC
5473,kaitseministeerium,ORG
5479,Kukk,PER
5480,kaitseliit,ORG
5483,kaitseliit,ORG
5485,kaitseliit,ORG
5492,kaitseliit,ORG
5504,Delfi,ORG
5506,Tiit Tammsaar,PER
5507,valitsusliit,ORG
5509,rahvaliit,ORG
5514,Nestor,PER
5518,Eiki Nestor,PER
5521,Eesti,LOC
5524,sotsiaalministeerium,ORG
5537,Andres Tarand,PER
5559,tarand,PER
5585,Tarand,PER
5586,politsei,ORG
5598,politsei,ORG
5604,politsei,ORG
5614,Tallinn,LOC
5625,Mait,PER
5629,Koit,PER
5634,Mare,PER
5640,Mustamägi haigla,ORG
5654,politsei,ORG
5657,põhi politseiprefektuur,ORG
5663,Toomas Hendrik Ilves,PER
5664,Narva,LOC
5666,Toomas Hendrik Ilves,PER
5668,Ida-Virumaa,LOC
5671,Narva humanitaargümnaasium,ORG
5673,Ida-Virumaa,LOC
5680,Ida-Virumaa,LOC
5681,Ago Silde,PER
5683,AS Wienerberger,ORG
5684,aser,LOC
5686,Narva humanitaargümnaasium,ORG
5697,Marianne Mikko,PER
5714,Delfi SDE,ORG
5727,Eesti Ajakirjanik Liidu,ORG
5728,Marica Lillemets,PER
5733,Eesti,LOC
5737,Jüri Uljas,PER
5745,Tõnu Õnnepalu,PER
5749,sotsiaalministeerium,ORG
5750,Ülle-Mari=ke Papp,PER
5753,Eesti,LOC
5757,Euroopa Parlamend,ORG
5758,Marianne Mikko,PER
5760,Valgamaa,LOC
5765,Valga maakond,LOC
5766,Sangaste vald,LOC
5767,Keen küla,LOC
5778,Iisrael,LOC
5781,Iisrael,LOC
5782,Ehu Olmert,PER
5788,Saks,LOC
5789,Sat 1,ORG
5791,Iisrael,LOC
5795,Olmert,PER
5797,Iisrael,LOC
5801,Iraan,LOC
5806,BBC,ORG
5810,Iraan,LOC
5815,Ameerika,LOC
5816,prantsuse,LOC
5817,Iisrael,LOC
5818,Venemaa,LOC
5820,Olmert,PER
5821,Iisrael,LOC
5825,Olmert,PER
5829,Iisrael,LOC
5836,Iisrael,LOC
5841,Iraan,LOC
5849,saksa,LOC
5851,Olmert,PER
5854,Iraan,LOC
5857,Iisrael,LOC
5859,Iisrael,LOC
5874,Olmert,PER
5876,Iraan,LOC
5879,Iisrael,LOC
5881,Olmert,PER
5883,Iraan,LOC
5886,Ameerika,LOC
5887,Prantsusmaa,LOC
5888,Iisrael,LOC
5889,Venemaa,LOC
5890,Olmert,PER
5894,Iisrael,LOC
5905,Iisrael,LOC
5907,Lähis-Idas,LOC
5910,Olmert,PER
5913,Iisrael,LOC
5918,uljaspea,PER
5919,Harjumaa,LOC
5921,Harju liikluspolitsei,ORG
5940,Grisha,PER
5948,Harju liikluspolitsei,ORG
5978,Alex Lepajõgi,PER
5979,Alex Lepajõgi,PER
5988,majanduskaitse büroo,ORG
5996,Kalle Salus,PER
6003,aripaev.esi,ORG
6014,Alex Lepajõgi,PER
6021,lepajõgi,PER
6063,majanduskaitse büroo,ORG
6072,Laur Vitsut,PER
6083,majanduskaitse büroo,ORG
6084,Tallinn kultuuriväärtus amet,ORG
6090,lepajõgi,PER
6102,Vitsut,PER
6106,Harri Väli,PER
6115,majandusbüroo,ORG
6119,kultuuriväärtus amet,ORG
6142,Vitsut,PER
6147,Jaanus Mutli,PER
6150,Tallinn linnavalitsus,ORG
6156,Jaanus Mutli,PER
6158,Tallinn,LOC
6165,Tallinn linnavalitsus,ORG
6176,Jaanus Mutli,PER
6184,Tallinn,LOC
6194,Mutli,PER
6211,Tallinn transpordiamet,ORG
6213,Tiia-Liis Jürgenson,PER
6216,Tallinn,LOC
6224,Jürgenson,PER
6225,Luman,PER
6226,EL,ORG
6230,Toomas Hendrik Ilves,PER
6232,Toomas Luman,PER
6237,Eesti,LOC
6239,Euroopa Liidu,ORG
6244,Eesti,LOC
6249,Toomas Luman,PER
6260,Toomas Hendrik Ilves,PER
6264,Eesti,LOC
6265,Euroopa Liit,ORG
6276,Euroopa Liidu,ORG
6282,Luman,PER
6285,Eesti,LOC
6286,EL,ORG
6293,EL,ORG
6295,Eesti,LOC
6299,Ilve,PER
6306,EL,ORG
6311,Tartu ülikool,ORG
6312,Urmas Varblane,PER
6314,Eesti,LOC
6344,varblane,PER
6362,varblane,PER
6363,Luman,PER
6372,Euroopa liit,ORG
6374,välisministeerium,ORG
6380,Euroopa Liidu,ORG
6383,Toomas Hendrik Ilves,PER
6390,Enn Soosaar,PER
6391,Erik Terg,PER
6392,Ilves,PER
6402,EL,ORG
6442,Luman,PER
6451,Eesti,LOC
6467,Eesti,LOC
6469,EL,ORG
6472,Norra,LOC
6478,Jens Stoltenberg,PER
6482,Norra,LOC
6510,Stoltenberg,PER
6515,Norra,LOC
